uid,page_title,page_author,page_time,page_content,viewHref
2045231,"[求助]
office 2016 破解下载显示病毒",大风吹过,2017-1-17 16:06:04,"Hi 大家好，
http://app.hitwh.net/detail/129.html 这个地址里面的http://down2.xitongdaquan.net/Microsoft_Toolkit_XP85.rar  我用chrome 下载显示是病毒提醒。请问有用过的么。不太敢用。


",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045231
2045232,"[疑问求助]
关于续种请求，菜鸟提问",千明芪,2017-1-17 18:49:51,"突然收到系统发来邮件要求我续种，不懂怎么续？在论坛里看到很多都是做种的攻略，不知道与续种有区别么？并且我等级低，不能直接发布，只能是候选。ps:我有种子，不用做。
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045232
2045233,一个很大的脑洞,七夏,2017-1-17 19:20:55,"




CP的体重差应该是多少呢？

感觉身高差啥的都是浮云
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045233
2045234,哈工大二手房租赁,慑凌风,2017-1-17 21:09:37,"哈工大校内一楼草厦子
18平方
有独立卫生间
床，桌子
如有需要请致电
18839505881
价格面议",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045234
2045235,"[求助]
MATLAB 2014b求助",FTD_TS,2017-1-17 22:24:58,"问题如下：
>> mex -setup
错误使用 mex
未找到支持的编译器或 SDK。有关选项，请访问 http://www.mathworks.com/support/compilers/R2014b/win64.html。

求助大神！",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045235
2045238,"[求助]
大家有什么剧推荐或者歌推荐吗",踏雷寻梅思故宇,2017-1-18 09:17:06,"假期好无聊，手机都玩够了，大家有什么好看的或者魔性的剧或者电影推荐吗？
有什么好听的歌也求推荐呀~来自: Android客户端",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045238
2045239,"[求助]
大活怎么连校园网？",梦里梦梅真,2017-1-18 09:29:38,"满心欢喜地带了网线来发现ip就不知道......
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045239
2045241,求数据库佟晓均老师的联系方式,andyRHchang,2017-1-18 09:57:45,"跪求她的电话和邮箱
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045241
2045240,拿什么拯救你我的代几,TAn15,2017-1-18 09:46:48,有大神有今年的代几试卷吗 据说补考有部分题和期末一样？,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045240
2045242,"[求租]
哈工大南门西20米单间出租",bingdianwenlu,2017-1-18 10:38:01,"此房在哈工大南门西开心商店前面二楼,内有洗衣机、热水器、网齐全联系电话：13012968298或15552322016",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045242
2045244,八公寓集中住宿3L的U盘,jiangshaogang,2017-1-18 13:59:13,八公寓3l南楼梯处捡到一个U盘，应该是16级电气2班某学弟的，联系V信h973580666.,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045244
2045243,想知道年后学校寝室最早什么时候可以住,purebr,2017-1-18 10:55:14,如题。在家又冷又颓，想早点回学校干点正事。,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045243
2045245,19日雨夹雪转中雪,17862700091,2017-1-18 14:21:09,本人19日火车回家，就看了看天气，吓得今夜不敢睡了。。。。上次多少人因为雪而赶不上车，，，，想想都怕，，，来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045245
2045247,求敬业福,W绿萝W,2017-1-18 21:32:04,求敬业福呀敬业福，支付宝号13039228396. 用富强或者友善换,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045247
2045248,"[汇总]
售罄~~~~~",诚信你好,2017-1-18 22:33:59," 本帖最后由 诚信你好 于 2017-2-13 13:29 编辑 

售罄~~~~~",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045248
2045249,"[纸上流年]
2017我拒绝承认长大",QAQ另维,2017-1-19 00:13:01," 本帖最后由 QAQ另维 于 2017-1-19 16:42 编辑 

18号凌晨才到家，早上起来看到我我弟弟扑上来抱着我就哭了，我以为他又被我妈欺负了，一边给他擦眼泪一边给他剥糖果。结果隐隐听到他嘟囔说我太想你了太想你了，想你想的我哭。哄不好，又带他去买零食，默默跟在他后面听他跟他小青梅讲话，他对着他的小青梅说，我姐是学计算机的我们玩的4399就是她写的哦。我看着他骄傲的神情，又好气又好笑。回家我又给他给他装糖果装了满满一口袋，他板着脸教训我，姐，我在换牙齿，不可以吃糖太多的，我说那怎么办？我不爱吃糖的。他说，不然，我少吃点。说着，把满兜兜的糖果只取了最小的一个悠哈递给我让我吃掉，然后心安理得的撇下我去玩了。
总觉得在大学这个象牙塔里面，时间是停滞的，身边的人都是沉睡的公主，没有什么变化。但每次回家见他，他都好像大了一点又大了一点。今天除了早早地见到我抱了一下，他就拒绝我抱他，跟我讲道理觉得自己是个大男孩了，跟女孩子搂搂抱抱是不对的。越来越出落得暖心，看我不好好吃东西就讲一堆养生什么的，语气像极了我在他小时候教训他。从生下来哇哇哭，到后面在我怀里撒尿，牙牙学语叫姐姐叫出来是jiujiu，到现在成为一个教训我的小小少年，好像从高中离开他以后我错过了太多他成长的时间。
我一直在拒绝成为枯燥无聊的大人，觉得自己永远16岁。一夜长大估计只能存活在小说里，长大都是时间渗透的结果，但是时间又是太令人捉摸不透的东西。而我，不得不承认自己已经是个大人，不动声色的大人。小的时候羡慕那些看上去牛哄哄的人，但后来自己也成了别人眼中的会发光的大人。我弟弟觉得我是会写4399的大人，那种感觉就像我小时候跟小朋友显摆我有一个来自深圳的身价不菲的大美女亲戚，而直到高中我才知道，那个亲戚是我最不齿的所谓金钱至上，用美貌当跳板一步一步通过心计上位一嫁解千愁不惜以道德败坏和其他女人的眼泪为代价的混蛋。我很难再像青春时期那样盲目的崇拜一个人，轻易看到他的弱点揪着不放树立的光辉形象永远撑不过一秒。但又欣慰着，还是会有欣赏的人和莫名的亲切感的人出现，但那种人越来越少，到大学，只遇到一个同样忠实于文字的女孩子心生喜欢。
原来觉得我妈和家人都是有畏惧感的大人，害怕考试没有一百分被胖揍一顿,开心拿着买酱油找回来的钢镚，失落开丢了最喜欢的遥控飞机，讨厌我妈无休无止的唠叨。我现在却越来越少情绪化，迂回百转的情绪会持续好久像南方持久的梅雨天很难有大变动，偶尔的变动只是暂时的无常和掩饰。越来越喜欢唠叨，操心我妈是不是照顾好了自己，张口闭口的养生。从最讨厌循规蹈矩的人生，讨厌被指点和所谓一心一意对我好的酷炫少女，到现在恨不得有千千万万的鸡汤教会我怎么去爱怎么去接受，怎么样的选择才是对的，怎么样的伸手才是正确的出拳。我失掉了闯荡的勇气。
以前渴望天长地久的感情，把感情过于理想化，希望有一次到永远的幸运，最不屑恋爱次数多的人，他们都是大坏蛋在游戏人间，亵渎感情。但我也成为了自己不安和不屑的这种人。第一次去努力喜欢，把自己毫无保留的彻底释放，把所有自认为好的东西都一股脑塞给对方，却不知道我在给他钻石的时候他只是渴了想要白开水。到底要喜欢多少次我们才会收放自如的去爱，让彼此不疲倦，我反复反复的问自己，但感情真的复杂，一个人的时候羡慕两个人，两个人的时候却又容易迷失掉自己，最终还是无解。从最开始的毫无保留的相信每个人的话，到现在只会欣慰的点头称是，而不再相信别人的真心。我弟弟每次电话都会说想我，我总是给我妈毒舌的讲少让他看剧，早熟动不动就想念，背台词呢。今天他的眼泪让我知道，我辜负了一个小孩子最纯粹最柔软的喜欢，他是我永远的小小少年。而我开始反思自己对感情的悲观模样是不是伤害到很多人。我努力给自己插满刺防御着套路，但那些刺扎痛了最亲近的人。
我早已长大，只是我拒绝面对而已。



",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045249
2045250,"[求购]
出租",非我倾城,2017-1-19 08:45:58,学府家园房子，水电暖齐全，可做饭，物美价廉，，求女生室友。18369180737,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045250
2045252,"[求租]
向外租房子",我是你爹,2017-1-19 19:18:01,"地点：青州南街前面（中国银行正后方的楼房），挨着哈工大路。水电洗澡间等齐全，房间宽敞。距离比学校门口的房子稍远点，但价格便宜，大房间300元/月，小房间200/月！短期长期租均可，住过的同学对房子都很满意。联系电话：15163150388或18663169388.非诚勿扰，谢谢！undefined 

",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045252
2045251,我毕业了，论坛热量怎么下降这么快,费尔南德,2017-1-19 15:27:13,"本人于2011年毕业，光信息科学与技术专业
毕业后第二次来到论坛看看
之前每天灌水帖100多，现在只剩16了？
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045251
2045253,纯水帖——晒个章子,呆小可hb,2017-1-19 19:21:46,"半年没刻过章子了，手生的不行又加上第一次用小黄不太适应，细节处理的不太好。
本来打算平留白，看着那么大块的留白区域就怂了，最后为了省事选了啥啥啥花留白，结果章子刻完发现留白喧宾夺主了，本来很文艺的字，结果就成酱了，不开森ಠ╭╮ಠ来自: Android客户端",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045253
2045254,"[租房]
寒假假期短租校内高层单间，价格2-4百优惠",chuzufang,2017-1-19 19:43:58,"寒假假期短租校内高层单间，价格大大优惠
校内高层4间房，2南，2北。现在还有1南，1北单间，
有意请联系 ，QQ号： 2663494972详细了解。
2、寒假假期优惠",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045254
2045255,"[讨论]
工大浪漫实践调查",辚熙未央,2017-1-19 23:48:29,"假若给你一个机会和平台，你是否敢向你的女神或者男神大声的说出来你心里的话，亦或者，给你身边的她或他说说在一起的感受以及你们的爱情故事
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045255
2045257,"[招领/寻物]
20号白天的船   有人一起拼车走么",带羽翼的眼1,2017-1-20 07:03:41,"最好七点二十之前联系我………脑子进水了  发帖发的这么晚   
15615118770来自: Android客户端",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045257
2045256,"[求助]
哪位小伙伴知道17年寒假什么时候结束啊？",wdzyx123,2017-1-20 00:01:23,"一直不清楚今年的寒假放到什么时候，在学校官网上的相关通知只能用校内网查看，，求教小伙伴们，下学期啥时候开学？


",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045256
2045258,默默地问一句……今晚20：50威海站出发的火车有一起的嘛,Lerm,2017-1-20 09:50:23,"RT=。=虽然我猜没人~
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045258
2045260,环海路车祸目击者,Doubby,2017-1-20 10:25:07," 本帖最后由 Doubby 于 2017-1-20 17:14 编辑 

看路边石像是北门附近，有目击者联系一下外卖小哥的公司吧http://mp.weixin.qq.com/s/10FwQdatVgty7-wyYtJWQQ

地图上搜了一下福山路和环海路的交汇处，应该就是后山的三岔路口
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045260
2045259,小年你们那里怎么过？,游走,2017-1-20 09:57:11,"



      准备发帖前突然想到之前因为日期的问题似乎还差点撕起来过。。所以首先澄清，没有引战的意思。
      单纯的好奇各地的习俗以及大家对自己的老家的了解程度╮(╯_╰)╭

      先说好，诚信不百度哟~当然可以问问家里人如果大家回到家了的话（为留校参赛以及学习的同学们鼓个掌）

      嗯，作为一个关中（西安）的一个小地方的人，我们那里小年的时候要进行“刷灰钱”。不确定是不是这三个字，因为我是根据方言发音和所做的事情猜测的。
       其实就是家里大扫除- -老一辈的人解释说老屋子里面一年不动的地方蛛网啊灰尘啊什么的一团一团的吊着就像铜钱一样，把它们刷干净所以就叫做这个。
       所以，你们那里小年有什么习俗呢？




",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045259
2045261,"[网游]
来找一波小伙伴",泠羽,2017-1-20 12:44:47,"我的世界开黑群523355843
你画我猜开黑群603570981",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045261
2045263,哈工大附近昌鸿小区公寓日租月租,xzcc,2017-1-20 13:42:24,十一楼，四十平方，有电梯，水电天然气，所有家电一应俱全，您只须拎包入住！日租月租年租都行！电话13869056087,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045263
2045264,"[手机]
100元出一个安卓手机",azqsx098,2017-1-20 19:05:53," 本帖最后由 azqsx098 于 2017-1-20 19:17 编辑 

华为gt620
qq联系：605144885",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045264
2045262,论支付宝集五福,督都大人,2017-1-20 12:47:46,我估计会赢，开出10块我就全发出去。噗。。。。来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045262
2045265,"[手机]
有卖魔兽世界帐号的吗？",伪造的感情,2017-1-20 19:37:55,不要包月的，还是以前扣点卡的时间的，时间多一点的。来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045265
2045266,"[贴图]
（开箱水）人生第一件贵重物品",skrillex.,2017-1-21 13:03:15," 本帖最后由 skrillex. 于 2017-1-21 15:05 编辑 

为信仰买单。。。
微星ge62  203
i76700hq 8g  1t   970m   ips屏   15.6寸来自: Android客户端",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045266
2045267,"[招领/寻物]
体育成绩",豆大大,2017-1-21 13:24:13,是不是体育成绩还没出啊来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045267
2045268,"[原创]
关于考研买书",14船舶小鹏,2017-1-21 13:44:31,各位学长学姐的考研辅导书都是在哪里买的？淘宝和学校大服的书店哪个买比较合适？考研数学一课本有必要换成同济2 浙大1吗？最近才开始了解相关的事，刚刚开始准备，可能问的一些问题比较低级，求学长学姐们给点建议。来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045268
2045269,"[原创]
大一萌新做的第一朵视频，向你揭示在哈威的一天！",160200716鲁默洋,2017-1-21 16:29:28,"[media=x,500,375][/media]",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045269
2045270,回家真冷,督都大人,2017-1-22 11:29:31,钻进被窝，手机都冷的不想玩了，九点就睡着了来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045270
2045271,有木有人啊，在家有些无聊,桃乐丝,2017-1-22 12:01:22,"
坛子里还有小伙伴么",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045271
2045272,有木有电气的同学,仲夏夜雨声ゝ,2017-1-22 12:38:07,"我是大四的 想蹭一下学弟学妹的课 帮忙发一下大二或者大三的下学期的课表（教学计划）！万分感谢！
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045272
2045273,"[DIY]
【瞎鸡（年大吉）吧挖一挖】一根对录线的前生今世",潇湘视觉,2017-1-22 12:50:40," 本帖最后由 潇湘视觉 于 2017-1-22 13:24 编辑 

首先是本文的主角登场：16芯线单晶铜和无氧铜镀银线混编织 3.5MM发烧对录线 

实物如图：



出生地：




初步目测，成本为： 16芯——8芯单晶铜（纯度未知） +8芯无氧铜镀银+2个3.5mm碳纤维蒂铜镀铑耳机插头+低成本手工锡焊+手工塑胶包皮+手工绝缘处理+外加顺丰包邮 

细节图如下： 









手感稍硬，不过考虑到16芯混编也是必然的的事情，价格在这里，直插的话可以接受吧。

那么下面开始挖一挖成本利润——

1、线基

混编线不算插头为12cm长度，线基按15cm计算。
那么就是8*15=120cm的单股单晶铜线材+120cm的单股无氧铜镀银线材
参考淘宝上比较好的台湾张扬耳机线材（8股）：



单晶铜线成本大概是 50*1.2/8=7.5

无氧铜镀银线材比较少，其中一个（单股）： 



无氧铜镀银线成本大概为6*1.2=7.2

那么线材合起来就是7.5+7.2=14.7  整合为15

实际成本考虑线材批发和线材纯度肯定会有不小的上下波动，我们就随便玩玩看

2、插头 

碳纤维镀铑耳机插头  淘宝一下有：



大概成本是：9*2=18

3、手工锡焊+编制+上皮+绝缘处理   成本暂且不计

4、快递：



顺丰普快包邮  广州到河北唐山  邮费查询  大概为：18元

总计 18+18+15=51+手工费

到此为止，挖祖坟挖完了~~~

听感就不分享了，最近发现我是木耳QAQ

最后欢迎大家来蹭听  耳放为ibasso pb3 平衡耳放  有po口和平衡口各一个







",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045273
2045274,"[招家教]
初中生找家教",洛水逐月,2017-1-22 13:24:50,"初中女生招家教
辅导科目:数学 物理
地址：环翠区振华奥特莱斯附近
费用:30/小时
联系方式:13754602292
（打电话联系，代人发帖，回帖无效）",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045274
2045276,弱弱的问一下开学一般可以提前几天回学校不用住集中公寓,中凌,2017-1-22 15:16:34,如题，我想问问大家一般可以提前几天回学校，27号正式上课嘛，六公寓一般几号可以住人，感觉家里太无聊了，所以想提前回学校～～～,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045276
2045275,"[杂货]
有人要学校发的被子吗",无名少年9,2017-1-22 13:29:01,"自己带了一个被子，所以学校发的那个在柜子里放了一学期，一直没用
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045275
2045277,"[书籍]
出2017教师资格证辅导书 全新",殷桃小丸子,2017-1-22 15:32:58,"书籍共四本 分别是综合素质+教育知识与能力 和这两本的历年真题及标准预测卷 价格45 可小刀 联系方式18463103169 请发短信
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045277
2045278,有苹果账号被停用的小伙伴吗,游走,2017-1-22 17:12:48,"楼主在家发现手机连着WiFi却还有十几个APP没有更新点进去手动更新被告知APPLE ID 被停用- -
然后自我猜测是因为家里太热（没有在秀。。）手上汗多导致指纹识别总是出错╮(╯_╰)╭
现在已经快一周啦。。有相同境遇的小伙伴吗，当然有解决了的小伙伴最好不过了。。。
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045278
2045281,"[原创]
我的第一次竟然给了这样一部片子",hit@me,2017-1-23 10:09:32," 本帖最后由 hit@me 于 2017-1-23 11:35 编辑 

刚开始准备撸柳时镇和姜暮烟的，因为各种撩人啊~~
谁知道撸着撸着就成了男主和男二这对cp。。。
我真的不是故意变弯的
[media]http://share.acg.tv/flash.swf?aid=8165617&page=1[/media]
------------------------------------------
说实话撸片子真是太恶心人了，为了不错过每个激情镜头，我用3/4倍速又看了整部电视剧，每集一小时，16集啊~~再加上剪辑、声音、低配电脑、各种新手问题，前前后后用了小五天吧，太辛苦了

呃，甩个链接吧http://www.bilibili.com/video/av8165617/



",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045281
2045282,我就问一下，,沉潜,2017-1-23 10:42:43,积分怎样得啊？想参加杀人游戏，积分不够。。。心疼。。。来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045282
2045279,"[讨论]
一加3T三天轻体验",遇见2563,2017-1-22 22:28:49,"本着硬件版主怎么可能连拆手机都做不了的精神
我把原手机玩坏了
至于为什么拆手机嘛，原手机是三星的
咳咳，就想换个电池


过年没有手机玩，怎么能在七大姑八大姨问有没有对象的时候掩饰尴尬呢
恰巧一加3t貌似刚刚在京东开放无限制购买，听说之前一直买不到，就入手了

网络不好就不传图了，说说体验吧

1、外观：一款优秀的全金属手机，稍偏修长，手感较优秀；
2、续航：电池3400mah，续航没问题，中重度使用一天没有任何问题，闪充是个好东西，用了就放不下，dash闪充相当快；
3、屏幕：amoled5.5存1080p，401ppi，在2K横行的现在可以说是拖了后腿，不过2K屏也会牺牲续航，一加可能也是为之前一直尿崩的续航考虑。然而一加的这块屏幕一直被用户诟病，原因是其调色相当鲜艳，但不是三星的那种鲜艳，而是一种让人看着发腻的鲜艳。好在官方更新固件之后可以调节srgb模式，经过自己简单的调教之后可以接受；
4、性能：处理器是满血版骁龙821，搭配6GB 运存rom，性能是年末年初的佼佼者，安兔兔跑分轻松上16W。亲测应用秒开，主流手游不在话下；
5、系统：氢OS更新到现在可以说是小有所成，以轻且有趣为主题做出来的轻度定制的系统，正常的使用没有不舒服的感觉，当然也没有让人眼前一亮。整个系统还不完善，缺少云服务，希望氢OS能再接再厉。一加2的一大亮点是支持刷机保修，这就让机油们可以随意刷各种第三方系统，而且同时还能获得保修，所以如果你觉得原系统不合口味，那你可以随意换一种打开方式，而且这种设定可能比较适合喜欢搞机的人，官方测试版系统也可以通过OTA升级，拿到手后立马刷入了安卓7.0，感觉不错；
6、拍照：前后1600W像素，简单的拍照功能，没有亮点，但绝对是旗舰机水准，HQ模式采用多张合成，照片锐度有明显提升；
7、指纹：绝对的秒开，一加的指纹用起来很舒服，而且支持支付宝和微信支付；
8、其他：为什么要叫一加3T？可能是叫1+3s有些奇怪吧；

总结：大概是年末年初性价比最高的手机，整机没有明显的短板（如果不看屏幕的话）

",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045279
2045280,【新年杀人夜2.0】活动报名帖,咩小白,2017-1-22 23:14:29," 本帖最后由 咩小白 于 2017-1-25 12:27 编辑 

本活动最初为【圣诞杀人夜】，由于考试周等因素于去年改为【新年杀人夜】，今年继续在寒假新年期间举办。本次游戏法官由我和@天虞 担任。
【圣诞杀人夜】由@叫我少艾  创立，本期为第五期，往期活动的成功使得这一活动成为观海每年的重要活动之一，在此表达对@叫我少艾 深深的感谢~

对本活动感到一脸懵X 和 想回忆往期精彩的童鞋们，请戳下面的链接

【新年杀人夜1.0】报名帖
http://bbs.ghtt.net/thread-2028961-1-1.html
(出处: 观海听涛)
【新年杀人夜1.0】灌水吐槽讨论分析贴
http://bbs.ghtt.net/thread-2029000-1-1.html
(出处: 观海听涛)
【新年杀人夜1.0】游戏主贴
http://bbs.ghtt.net/thread-2029001-1-1.html
(出处: 观海听涛)
【圣诞活动来袭】末日and圣诞杀人夜报名贴
http://bbs.ghtt.net/thread-1914575-1-1.html
(出处: 观海听涛)
圣诞杀人夜游戏活动总结
http://bbs.ghtt.net/thread-1915531-1-1.html
(出处: 观海听涛)
【圣诞活动来袭】圣诞杀人夜2.0报名贴
http://bbs.ghtt.net/thread-1978144-1-1.html
(出处: 观海听涛)
【圣诞杀人夜】【结束】【第一组】游戏主题帖
http://bbs.ghtt.net/thread-1978535-1-1.html
(出处: 观海听涛)
【圣诞杀人夜】【第一组】灌水吐槽扯淡贴
http://bbs.ghtt.net/thread-1978532-1-1.html
(出处: 观海听涛)
【圣诞杀人夜】【结束】【第二组】杀人游戏主贴
http://bbs.ghtt.net/thread-1978533-1-1.html
(出处: 观海听涛)
【圣诞杀人夜】【第二组】灌水讨论吐槽专用贴。。
http://bbs.ghtt.net/thread-1978531-1-1.html
(出处: 观海听涛)
【圣诞活动来袭】圣诞杀人夜3.0报名贴
http://bbs.ghtt.net/thread-2005956-1-1.html
【圣诞杀人夜3.0】游戏主贴 
http://bbs.ghtt.net/thread-2006061-1-1.html
【圣诞杀人夜3.0】灌水吐槽讨论分析贴
http://bbs.ghtt.net/forum.php?mod=viewthread&tid=2006060&page=1&extra=#pid5487666


报名须知

本次活动以杀人游戏规则为基础每组8-10名参赛人员，其中一名为杀手，其余为平民大区版主及管理员不具备报名资格报名参与即可获得2WW，若出现只剩3名参赛者且杀手仍未被找出的情况，三人均再奖励4WW，若杀手胜出，将获得10WW大奖报名者需保证个人ID积分在50分以上公平公正，认真参与，绝不舞弊。若已报名却无故退出或私下舞弊，一经查出，扣除20WW且永久不得参与灌水大厅活动，望各位严肃对待



游戏规则：

游戏一般分为白天和黑夜。
每天中午12:00~下午18：00为黑夜时间，杀手于此时间内杀人18:00~次日中午12:00为白天时间
白天分为讨论阶段和投票阶段讨论阶段为18:00~22:30，
余下时段为投票阶段平民若通过投票票选出杀手，即为平民胜，
杀手杀光所有平民，即为杀手胜一方胜出后，比赛即宣告结束。　
A 、玩家讨论阶段
a.游戏玩家讨论在游戏主贴内发言，每个玩家每轮必须按规定发言，且只能发言一次　　
b.非游戏玩家请到游戏专用灌水贴内进行讨论或旁观　　
c. 请不要在主贴内随意灌水，发现灌水贴后将删除以方便统计；若超过三次在主贴内灌水，将扣除1WW
d.玩家死后不能在游戏主贴内发言，违规者由法官进行处理 
　　
B、投票阶段 　
a.玩家应该在投票期间内到游戏主贴内投票
b.每个玩家只能投一票，一票指定自己怀疑的人　
c.原则上不允许悔票。 　　
d.逾期不投，视为弃权。
e.死人不可以投票。 

每轮投票由法官统计票数，处死得票最高的嫌疑人。得票最高的有相同票数的，票数相同者进行一轮辩论，其余人在辩论后重新投票。 　
夜晚是技能行使时间。
玩家根据自己获得的游戏身份行使相应的技能。即杀手以站内信的方式通知法官本轮所要杀掉的人物 
逾期不行使权力的，视为不使用。 　　
下一个白天： 　　
法官根据收集所有技能使用的情况，判定是否有人出局。 　　
在白天公布死者，死者根据规则在规定时间在游戏主贴内留下最后的遗言        
发表遗言完毕开始下一轮白天讨论，投票。

补充：
1.杀手杀人的方式为以站内信的方式，将想杀掉的ID告知于我，我将回复“收到”；若于黑夜时间内一直未收到我的回复，请告知副法官@天虞；逾期未杀人将视为本轮无被杀害的ID，直接进行投票
2.在白天时间内，所有幸存玩家共有两次发言机会，一次进行分析现状，找出杀手；一次投票，内容只能为心目中所怀疑的杀手人选的ID，多余言论将视为无效。投票将在所有人发表完回复后进行
3.本次活动@叫我少艾 将具有最终解释权






",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045280
2045283,提前到校,沉潜,2017-1-23 10:51:13,在家实在无聊，而且处处被嫌弃，想20到校，问一下到校了网，水，电，暖气什么的都有吗？自己原来公寓开门吗？来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045283
2045284,美赛该提前准备吗？,沉潜,2017-1-23 11:40:05,自己想提前准备一下，结果带回来的书根本不想看。我该何去何从。来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045284
2045285,年味,沉潜,2017-1-23 13:36:40,不知不觉已经腊月二十六了，还有四天过年，可是真的是一点感觉都没有，该吃吃该喝喝该玩玩，跟往常一点差别都没有。唯独支付宝的集福还有一点过年的感觉。然而。。。。我们以前过年真的是我们小孩子一年的期盼。年味是刚放完鞭炮空气中弥漫的刺鼻的二氧化硫，年味是小孩子能穿上新衣服的喜悦，年味是过年做麻糖、麻叶子，糍粑的期待。年味是。。。。然而都只能是回忆了。你们那里的年味是什么哩？,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045285
2045286,"[招兼职]
招男生社区劳动，150-180/天",天色渐蓝,2017-1-23 15:36:45,"活不算太累，具体电话联系
吕姐 15553878587",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045286
2045288,话说电影频道是没电影放了吗？,督都大人,2017-1-23 20:45:27,放放八十年代的老电影还能说说是对老经典电影的回忆。但是播放蒸发太平洋这种电影，就是来恶心大家的了吧。之前没看过还不信邪，我中间随意看了几分钟，差点让我的尴尬癌都犯了。有的电影评论不太好是被黑出来的，但这种烂片就真是自己作了来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045288
2045287,"[求助]
求推荐好看的剧",Sunny_swag,2017-1-23 19:12:09,"鬼怪结局了，蓝海剩一集了，剧荒恐惧症，求推荐
以前的最近的都可以，韩剧美剧不限啊~好看就好~最好是happy ending~
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045287
